id,title,company,location,experience,description,deadline,url,scraped_at
693,Warehouse Manager,Business,Addis Ababa,3 years - 5 years,"The applicants must hold a Bachelor’s Degree in Logistics, Supply Chain Management, Business Administration, or related field. 3–5 years of experience in warehouse or inventory management.",20 days left 2026-05-242026-04-24T11:19:45.919341+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb31b3fc2a7e7934930d42?save=true,2026-05-03 12:22:42
694,Human Resource Officer,Business,Addis Ababa,1 years,"The position requires a degree in Human Resources, Business Administration, Law, or related field and preferably an HR certification. The candidate must have experience managing complex HR issues such as labor disputes, terminations, legal matters, employee relations, conflict resolution, recruitment, performance management, and administrative duties.",20 days left 2026-05-242026-04-23T11:35:13.856507+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9dfd2b79de37620e0b8f2?save=true,2026-05-03 12:22:42
695,IT Officer,ICT,Addis Ababa,2 years,"The role involves installing, configuring, and maintaining computer systems, servers, printers, and other ICT hardware, as well as managing LAN, internet connectivity, and internal communication systems. Technical support and training to staff on ICT systems, security best practices, and factory software systems such as inventory, ERP, finance, and production monitoring tools are key responsibilities.",21 days left 2026-05-252026-04-28T11:15:43.03199+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb860c632e037d4f6864f8?save=true,2026-05-03 12:22:42
696,Shift Production Supervisor ( 3 Positions),Engineering,Sululta,0 years,"The applicants must hold a BA/BSC Degree/Diploma/ in Food Engineering, Chemical Engineering, Food Science and Related.",21 days left 2026-05-252026-04-24T11:14:49.542622+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb312d26dc7079340700a9?save=true,2026-05-03 12:22:42
697,"Program Associate, Rwanda",Social Science,Lilongwe,3 years,"The Program Associate role at Vital Strategies supports the Lead Poisoning Prevention Program in Rwanda. Candidates must hold a bachelor’s degree and have at least three years of experience in public health, policy, or international development. The position involves procurement, logistics, financial coordination, stakeholder communication, and administrative support for program operations.",21 days left 2026-05-252026-04-28T14:25:49.697287+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb862895718f7d4f005047?save=true,2026-05-03 12:22:42
698,Chief Marketing Officer (CMO),Business,Addis Ababa,10 years - 12 years,"Candidates should hold a Master's Degree or Bachelor's Degree in Marketing Management, Business Administration or related fields, and possess 10–12 years of experience in healthcare marketing, hospital business development, or similar roles. The role requires strong leadership, strategic thinking, and the ability to manage multidisciplinary teams while ensuring alignment with institutional goals.",21 days left 2026-05-252026-04-28T12:12:25.564616+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb8632d4a0e47d4f625b59?save=true,2026-05-03 12:22:42
699,Programme Manager,Social Science,Addis Ababa,1 years,"The role requires a Bachelor's degree in  social studies, of social science (gender studies/ sociology/ anthropology/social studies specializing in the field of women and development, or a closely related field). Master’s degree in the field of social science gender studies/ sociology/ anthropology/social studies specializing in the field of women and development, or a closely related field.",21 days left 2026-05-252026-04-24T11:09:20.636453+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb3150c3cca07934adc87a?save=true,2026-05-03 12:22:42
700,Chinese Translator,Creative Arts,Tulefa,0 years,The role requires Knowledgeable with electricity.,21 days left 2026-05-252026-04-24T07:40:55.702113+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb06ebe1573a31e180876d?save=true,2026-05-03 12:22:42
701,HR & Administration Officer,Business,Debre Birhan,3 years - 5 years,"The applicants Bachelor’s degree in Human Resources Management, Business Administration, or Law.  3–5 years of HR experience, with at least 2 years in a manufacturing or industrial environment.",21 days left 2026-05-252026-04-24T12:56:34.133387+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb5b842f366539c3899f61?save=true,2026-05-03 12:22:42
702,Hotel House Keeping Manager,Hospitality,Jijiga,5 years - 8 years,"Key responsibilities include managing staff, developing policies, conducting inspections, coordinating with other departments, monitoring inventory, training staff, handling complaints, budgeting, scheduling shifts, and staying current on industry trends. The manager will ensure operational efficiency and uphold the hotel’s luxury service levels.",21 days left 2026-05-252026-04-28T11:37:32.390478+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb862bd68e307d4f76117b?save=true,2026-05-03 12:22:42
703,Distributor Manager,Business,Addis Ababa,5 years,"The applicants must hold a Minimum Bachelor's degree in Marketing, Business Administration, or a relevant field from a recognized university.",21 days left 2026-05-252026-04-24T13:27:44.210905+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb5b7130093439c37aaddb?save=true,2026-05-03 12:22:42
704,Assistant Technician,Low and Medium Skilled Worker,Addis Ababa,11 years,"This role requires a seasoned technician with over ten years of experience in plastic, pipe, or polymer-based manufacturing units. Candidates must be familiar with PVC/HDPE pipe production machinery and possess basic maintenance skills, along with exposure to ISO quality standards. The position involves supporting machine operation, routine inspections, minor maintenance tasks, and quality control checks within a manufacturing facility.",21 days left 2026-05-252026-04-28T14:33:25.898597+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb85c925ccc07d4ffba9e1?save=true,2026-05-03 12:22:42
705,"Program Associate, Malawi - Vital Strategies",Health Care,Lilongwe,3 years,"Vital Strategies seeks a Program Associate for its Lead Poisoning Prevention Program in Malawi. The position requires a bachelor’s degree and at least three years of experience in public health or related fields, with strong organizational, communication, and administrative skills. Candidates must be proficient in English and able to draft official correspondence independently.",21 days left 2026-05-252026-04-28T14:14:02.571243+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb86640593bb7d4f8b3412?save=true,2026-05-03 12:22:42
706,Administrative Assistant & Chinese Translator,Business,Debre Birhan,2 years,"The role requires a Bachelor’s degree in Chinese Language, Business Administration, Management, or related fields. * 2+ years of experience as a translator or admin assistant, preferably with Chinese manufacturing or construction companies in Ethiopia. Fluent in Mandarin Chinese (HSK 5 or above preferred, or equivalent work experience).",21 days left 2026-05-252026-04-24T12:02:33.795672+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb3120a49b637934a86b8c?save=true,2026-05-03 12:22:42
707,Technician,Low and Medium Skilled Worker,Addis Ababa,3 years,"Candidates must hold an advanced Diploma or a related technical degree, with at least three years of relevant experience. The role emphasizes safety compliance, quality control, and efficient production management. Strong mechanical and electrical troubleshooting skills, teamwork, and readiness to work shifts are essential.",21 days left 2026-05-252026-04-28T10:38:00.526941+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb8625836e517d4f7bc72d?save=true,2026-05-03 12:22:42
708,"Lead Poisoning Surveillance , Malawi  - Vital Strategies",Health Care,Lilongwe,6 years - 7 years,"The role requires a Master’s degree in public health or related field and 6‑7 years of experience in technical support, stakeholder engagement, and program management, with at least two years in data management and analysis.",21 days left 2026-05-252026-04-29T06:45:08.782919+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb8634a891667d4f825ff4?save=true,2026-05-03 12:22:42
709,Machine Operator-Auxiliary,Low and Medium Skilled Worker,Addis Ababa,1 years - 3 years,"The role requires operating and maintaining auxiliary machinery on a pipe production line. Candidates must hold a TVET Diploma or Level III/IV certification in General Mechanics, Manufacturing Technology, Electricity, or a related technical field. They should have at least one year of experience in manufacturing or pipe production environments.

Key responsibilities include blending raw PVC powder with chemicals, crushing scrap pipes, and ensuring continuous material supply to mainline extruders. The operator must monitor cooling systems, compressors, and loaders, maintain cleanliness, and perform basic maintenance tasks such as lubrication and filter cleaning.

Safety compliance is essential, especially when working near blades or heavy moving parts. Additional assignments may be given by the manager or supervisor.",21 days left 2026-05-252026-04-28T14:06:44.789357+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb86127495a87d4f1aeffd?save=true,2026-05-03 12:23:00
710,CSO Capacity Building Officer,Social Science,Mekelle,5 years,"Chura Abugida Kene‑Tibebawi Mahiber (CAKTM) seeks an experienced Capacity Building Officer to strengthen civil society organisations in Tigray.  The role requires a bachelor’s degree (postgraduate preferred) and at least five years of relevant experience, with strong training and facilitation skills.  Candidates must be fluent in Tigrinya and English, possess excellent communication abilities, and demonstrate commitment to social justice and community development.

The officer will design and deliver inclusive, gender‑sensitive trainings, conduct capacity assessments, and develop resource materials for CSOs.  They will also monitor and evaluate interventions, share best practices, and foster collaborations among CSOs, government, donors, and private actors.  The position offers a competitive salary in EURO and comprehensive benefits, with frequent travel across Ethiopia.",21 days left 2026-05-252026-04-28T14:20:24.984118+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb867850ff6c7d4fdfaf8e?save=true,2026-05-03 12:23:00
711,Lead Nurse & Clinical Operations Supervisor,Health Care,Addis Ababa,3 years - 5 years,"This role requires a BSc in Nursing with a valid Ethiopian Nursing License and experience in home care, ICU, or emergency settings. The Lead Nurse will supervise caregivers, ensure compliance with SOPs, conduct assessments, coordinate specialists, and communicate with families using SBAR protocols.",21 days left 2026-05-252026-04-29T06:28:36.83493+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb5b6d83f81539c3f89b20?save=true,2026-05-03 12:23:00
